movie_id,title,release_date,release_year,release_month,studio,genre,ip_type,franchise,production_budget,worldwide_gross,runtime,audience_score,vote_count,popularity,has_financial_data,estimated_break_even,profitability_ratio,hit_status,budget_tier,release_era
333339,Ready Player One,3/28/2018,2018,3,"Amblin Entertainment, Warner Bros. Pictures, Village Roadshow Pictures, De Line Pictures, Dune Entertainment, Access Entertainment","Adventure, Action, Science Fiction, Animation",Adaptation,None,175000000,607274134,140,7.6,16966,12.19,TRUE,437500000,1.388055163,Hit,High Budget,Pre-COVID
335983,Venom,9/28/2018,2018,9,"Matt Tolmach Productions, Pascal Pictures, Marvel Entertainment, Tencent Pictures, Arad Productions, Columbia Pictures","Science Fiction, Action",Adaptation,Sony's Spider-Man Universe,116000000,856085151,112,6.83,17260,9.87,TRUE,290000000,2.952017762,Major Hit,Standard Blockbuster,Pre-COVID
338952,Fantastic Beasts: The Crimes of Grindelwald,11/14/2018,2018,11,"Warner Bros. Pictures, Heyday Films","Fantasy, Adventure",Adaptation,Wizarding World,200000000,654900000,134,6.83,11482,8.08,TRUE,500000000,1.3098,Hit,High Budget,Pre-COVID
345940,The Meg,8/9/2018,2018,8,"Apelles Entertainment, Gravity Pictures, di Bonaventura Pictures, Flagship Entertainment Group, Maeday Productions, Warner Bros. Pictures","Action, Science Fiction, Horror",Adaptation,The Meg,150000000,530517320,113,6.25,8211,12.5,TRUE,375000000,1.414712853,Hit,High Budget,Pre-COVID
348350,Solo: A Star Wars Story,5/15/2018,2018,5,Lucasfilm Ltd.,"Science Fiction, Adventure, Action",Prequel,Star Wars,250000000,392952373,135,6.56,9285,5.69,TRUE,625000000,0.628723797,Miss,Mega Budget,Pre-COVID
351286,Jurassic World: Fallen Kingdom,6/6/2018,2018,6,"Amblin Entertainment, Universal Pictures","Adventure, Science Fiction, Thriller",Sequel,Jurassic Park,170000000,1310469037,129,6.53,12781,11.31,TRUE,425000000,3.083456558,Major Hit,High Budget,Pre-COVID
353081,Mission: Impossible - Fallout,7/25/2018,2018,7,"Paramount Pictures, Bad Robot, Skydance Media, TC Productions","Action, Adventure",Sequel,Mission: Impossible,178000000,824171374,147,7.45,9150,9.93,TRUE,445000000,1.852070503,Major Hit,High Budget,Pre-COVID
363088,Ant-Man and the Wasp,7/4/2018,2018,7,Marvel Studios,"Action, Adventure, Science Fiction",Sequel,Marvel Cinematic Universe,140000000,622674139,119,6.9,14206,7.58,TRUE,350000000,1.779068969,Major Hit,Standard Blockbuster,Pre-COVID
375588,Robin Hood,11/3/2018,2018,11,"Appian Way, Safehouse Pictures, Summit Entertainment, Thunder Road, TIK Films, EMG Management, Lionsgate","Adventure, Action, Thriller, Fantasy",Reboot,Robin Hood,100000000,86493046,116,5.91,3151,4.21,TRUE,250000000,0.345972184,Miss,Standard Blockbuster,Pre-COVID
383498,Deadpool 2,5/15/2018,2018,5,"Maximum Effort, Genre Films, 20th Century Fox, Marvel Entertainment","Action, Comedy, Adventure",Sequel,X-Men,110000000,785896632,120,7.49,19254,13.37,TRUE,275000000,2.857805935,Major Hit,Standard Blockbuster,Pre-COVID
260513,Incredibles 2,6/14/2018,2018,6,Pixar,"Action, Adventure, Animation, Family",Sequel,The Incredibles,200000000,1243225667,118,7.45,13697,11.36,TRUE,500000000,2.486451334,Major Hit,High Budget,Pre-COVID
399579,Alita: Battle Angel,1/31/2019,2019,1,"Troublemaker Studios, Lightstorm Entertainment, 20th Century Fox, TSG Entertainment","Action, Science Fiction, Adventure",Adaptation,Battle Angel Alita,170000000,405000000,122,7.26,10048,10.91,TRUE,425000000,0.952941176,Miss,High Budget,Pre-COVID
530915,1917,12/25/2019,2019,12,"DreamWorks Pictures, Reliance Entertainment, New Republic Pictures, Neal Street Productions, Mogambo Films","War, History, Drama",Adaptation,None,100000000,446064352,119,7.99,13568,9.06,TRUE,250000000,1.784257408,Major Hit,Standard Blockbuster,Pre-COVID
400157,Wonder Park,3/13/2019,2019,3,"Nickelodeon Movies, Paramount Animation, Ilion Animation Studios, Paramount Pictures","Comedy, Animation, Adventure, Family, Fantasy",Original,None,100000000,119559110,86,6.57,753,2.34,TRUE,250000000,0.47823644,Miss,Standard Blockbuster,Pre-COVID
420809,Maleficent: Mistress of Evil,10/16/2019,2019,10,"Walt Disney Pictures, Roth Films","Family, Fantasy, Adventure",Sequel,Maleficent,185000000,491730089,119,7.3,6507,8.88,TRUE,462500000,1.063200192,Break Even,High Budget,Pre-COVID
420817,Aladdin,5/22/2019,2019,5,"Walt Disney Pictures, Rideback","Adventure, Fantasy, Romance, Family",Remake,Aladdin,183000000,1054304000,127,7.08,10628,11.46,TRUE,457500000,2.304489617,Major Hit,High Budget,Pre-COVID
420818,The Lion King,7/12/2019,2019,7,"Walt Disney Pictures, Fairview Entertainment","Adventure, Drama, Family, Animation",Remake,The Lion King,260000000,1662020819,118,7.1,10751,11.44,TRUE,650000000,2.556955106,Major Hit,Mega Budget,Pre-COVID
290859,Terminator: Dark Fate,10/23/2019,2019,10,"20th Century Fox, Skydance Media, Paramount Pictures, Tencent Pictures, TSG Entertainment, Lightstorm Entertainment","Science Fiction, Action, Adventure, Thriller",Sequel,Terminator,185000000,261119292,128,6.42,5682,8.25,TRUE,462500000,0.564582253,Miss,High Budget,Pre-COVID
166428,How to Train Your Dragon: The Hidden World,1/3/2019,2019,1,DreamWorks Animation,"Animation, Family, Adventure",Sequel,How to Train Your Dragon,129000000,539987993,104,7.75,7120,11.77,TRUE,322500000,1.674381374,Major Hit,Standard Blockbuster,Pre-COVID
429617,Spider-Man: Far From Home,6/28/2019,2019,6,"Marvel Studios, Pascal Pictures, Columbia Pictures","Action, Adventure, Science Fiction",Sequel,Marvel Cinematic Universe,160000000,1132723226,129,7.4,16992,22.72,TRUE,400000000,2.831808065,Major Hit,High Budget,Pre-COVID
299534,Avengers: Endgame,4/24/2019,2019,4,Marvel Studios,"Adventure, Science Fiction, Action",Sequel,Marvel Cinematic Universe,356000000,2799439100,181,8.24,27848,35.07,TRUE,890000000,3.145437191,Major Hit,Mega Budget,Pre-COVID
299537,Captain Marvel,3/6/2019,2019,3,Marvel Studios,"Action, Adventure, Science Fiction",Adaptation,Marvel Cinematic Universe,152000000,1131416446,124,6.78,16774,9.41,TRUE,380000000,2.9774117,Major Hit,High Budget,Pre-COVID
431693,Spies in Disguise,12/4/2019,2019,12,"Chernin Entertainment, Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox","Animation, Action, Adventure, Comedy, Family",Original,None,100000000,171616764,102,7.55,2980,5.26,TRUE,250000000,0.686467056,Miss,Standard Blockbuster,Pre-COVID
301528,Toy Story 4,6/19/2019,2019,6,Pixar,"Family, Comedy, Animation, Adventure",Sequel,Toy Story,175000000,1073841394,100,7.46,10562,33.18,TRUE,437500000,2.454494615,Major Hit,High Budget,Pre-COVID
181812,Star Wars: The Rise of Skywalker,12/18/2019,2019,12,"Lucasfilm Ltd., Bad Robot","Adventure, Action, Science Fiction",Sequel,Star Wars,489900000,1074144248,142,6.27,10863,9.76,TRUE,1224750000,0.877031433,Miss,Mega Budget,Pre-COVID
447404,Pokémon Detective Pikachu,5/3/2019,2019,5,"Legendary Pictures, The Pokémon Company, TOHO","Action, Adventure, Fantasy",Adaptation,Pokémon,150000000,450063166,105,6.91,7365,7.77,TRUE,375000000,1.200168443,Hit,High Budget,Pre-COVID
320288,Dark Phoenix,6/5/2019,2019,6,"Genre Films, Hutch Parker Entertainment, 20th Century Fox, TSG Entertainment, Marvel Entertainment","Science Fiction, Action, Adventure",Sequel,X-Men,200000000,252442974,114,5.97,7089,6.32,TRUE,500000000,0.504885948,Miss,High Budget,Pre-COVID
453405,Gemini Man,10/2/2019,2019,10,"Skydance Media, Jerry Bruckheimer Films, Fosun Pictures, Paramount Pictures, Alibaba Pictures Group","Science Fiction, Action, Adventure, Thriller, Drama",Original,None,140000000,173469516,117,6.26,5467,3.71,TRUE,350000000,0.495627189,Miss,Standard Blockbuster,Pre-COVID
458253,Missing Link,4/4/2019,2019,4,"LAIKA, Annapurna Pictures","Family, Animation, Comedy, Adventure, Action",Original,None,100000000,26565710,94,6.91,929,1.97,TRUE,250000000,0.10626284,Miss,Standard Blockbuster,Pre-COVID
329996,Dumbo,3/27/2019,2019,3,"Tim Burton Productions, Walt Disney Pictures, Infinite Detective, Secret Machine Entertainment","Family, Fantasy, Adventure",Remake,Dumbo,170000000,353284621,112,6.6,4528,4.11,TRUE,425000000,0.831257932,Miss,High Budget,Pre-COVID
330457,Frozen II,11/20/2019,2019,11,Walt Disney Animation Studios,"Family, Animation, Adventure, Comedy, Fantasy",Sequel,Frozen,150000000,1453683476,103,7.23,10299,18.51,TRUE,375000000,3.876489269,Major Hit,High Budget,Pre-COVID
479455,Men in Black: International,6/12/2019,2019,6,"Amblin Entertainment, Parkes+MacDonald Image Nation, Columbia Pictures, Tencent Pictures","Comedy, Science Fiction, Action, Adventure",Spin-off,Men in Black,110000000,253890701,115,5.9,5367,5.44,TRUE,275000000,0.923238913,Miss,Standard Blockbuster,Pre-COVID
373571,Godzilla: King of the Monsters,5/29/2019,2019,5,"Legendary Pictures, Huahua Media, TOHO","Science Fiction, Action",Sequel,MonsterVerse,170000000,387300138,132,6.7,6731,9.59,TRUE,425000000,0.911294442,Miss,High Budget,Pre-COVID
512200,Jumanji: The Next Level,12/4/2019,2019,12,"Columbia Pictures, Seven Bucks Productions, Matt Tolmach Productions, The Detective Agency","Adventure, Comedy, Fantasy",Sequel,Jumanji,125000000,801693929,123,6.88,9389,8.98,TRUE,312500000,2.565420573,Major Hit,Standard Blockbuster,Pre-COVID
384018,Fast & Furious Presents: Hobbs & Shaw,7/31/2019,2019,7,"Chris Morgan Productions, Seven Bucks Productions, Universal Pictures","Action, Adventure, Comedy",Spin-off,Fast & Furious,200000000,760098996,137,6.8,7768,9.68,TRUE,500000000,1.520197992,Hit,High Budget,Pre-COVID
522162,Midway,11/6/2019,2019,11,"AGC Studios, Centropolis Entertainment, Street Entertainment, Entertainment One, Starlight Culture Entertainment Group, Shanghai RuYi Entertainment","Action, War, History",Adaptation,None,100000000,127400000,138,7.1,2726,6.01,TRUE,250000000,0.5096,Miss,Standard Blockbuster,Pre-COVID
577922,Tenet,8/22/2020,2020,8,"Warner Bros. Pictures, Syncopy","Action, Thriller, Science Fiction",Original,None,205000000,365304105,150,7.18,11125,8.01,TRUE,512500000,0.712788498,Miss,High Budget,COVID Era
448119,Dolittle,1/2/2020,2020,1,"Universal Pictures, Team Downey, Perfect World Pictures, Roth-Kirschenbaum Films","Family, Comedy, Fantasy, Adventure",Adaptation,Doctor Dolittle,175000000,251410631,101,6.58,3885,6.09,TRUE,437500000,0.574652871,Miss,High Budget,COVID Era
464052,Wonder Woman 1984,12/16/2020,2020,12,"Warner Bros. Pictures, The Stone Quarry, DC Films, Atlas Entertainment","Action, Adventure, Fantasy",Sequel,DC Extended Universe,200000000,169601036,151,6.37,9071,6.6,TRUE,500000000,0.339202072,Miss,High Budget,COVID Era
337401,Mulan,9/4/2020,2020,9,"Walt Disney Pictures, Good Fear, Jason T. Reed Productions","Adventure, Fantasy, Action",Remake,Mulan,200000000,69965374,115,6.83,7053,6.85,TRUE,500000000,0.139930748,Miss,High Budget,COVID Era
481848,The Call of the Wild,2/19/2020,2020,2,"3 Arts Entertainment, 20th Century Studios, TSG Entertainment","Adventure, Family, Drama",Adaptation,The Call of the Wild,109000000,111200000,100,7.52,3948,4.45,TRUE,272500000,0.408073394,Miss,Standard Blockbuster,COVID Era
508439,Onward,2/29/2020,2020,2,"Walt Disney Pictures, Pixar","Adventure, Animation, Comedy, Family, Fantasy",Original,None,200000000,141888276,102,7.64,6579,5.02,TRUE,500000000,0.283776552,Miss,High Budget,COVID Era
508442,Soul,12/25/2020,2020,12,Pixar,"Animation, Family, Drama, Music, Fantasy",Original,None,150000000,121977511,101,8.09,11442,12.35,TRUE,375000000,0.325273363,Miss,High Budget,COVID Era
524434,Eternals,11/3/2021,2021,11,Marvel Studios,"Science Fiction, Action, Adventure",Adaptation,Marvel Cinematic Universe,200000000,402064899,156,6.77,9169,9.52,TRUE,500000000,0.804129798,Miss,High Budget,COVID Era
527774,Raya and the Last Dragon,3/3/2021,2021,3,Walt Disney Animation Studios,"Animation, Action, Adventure, Fantasy, Family",Original,None,100000000,130423032,107,7.8,7307,9.35,TRUE,250000000,0.521692128,Miss,Standard Blockbuster,COVID Era
399566,Godzilla vs. Kong,3/24/2021,2021,3,Legendary Pictures,"Action, Science Fiction, Adventure",Sequel,MonsterVerse,200000000,470116094,114,7.5,10650,8.76,TRUE,500000000,0.940232188,Miss,High Budget,COVID Era
412656,Chaos Walking,2/24/2021,2021,2,"Quadrant Pictures, Lionsgate, Bron Studios, 3 Arts Entertainment, TIK Films, Hercules Film Fund, Allison Shearmur Productions, Creative Wealth Media Finance","Fantasy, Science Fiction, Adventure",Adaptation,None,125000000,26508132,109,6.55,2593,4.05,TRUE,312500000,0.084826022,Miss,Standard Blockbuster,COVID Era
550988,Free Guy,8/11/2021,2021,8,"Berlanti Productions, 21 Laps Entertainment, Maximum Effort, Lit Entertainment Group, 20th Century Studios","Comedy, Adventure, Science Fiction",Original,None,110000000,331526598,115,7.45,9849,11.16,TRUE,275000000,1.205551265,Hit,Standard Blockbuster,COVID Era
566525,Shang-Chi and the Legend of the Ten Rings,9/1/2021,2021,9,Marvel Studios,"Action, Adventure, Fantasy",Adaptation,Marvel Cinematic Universe,150000000,432243292,132,7.5,10412,11.27,TRUE,375000000,1.152648779,Break Even,High Budget,COVID Era
436969,The Suicide Squad,7/28/2021,2021,7,"DC Films, Atlas Entertainment, The Safran Company, Warner Bros. Pictures","Action, Comedy, Adventure",Reboot,DC Extended Universe,185000000,168717425,132,7.5,9604,12.3,TRUE,462500000,0.364794432,Miss,High Budget,COVID Era
568124,Encanto,10/13/2021,2021,10,Walt Disney Animation Studios,"Animation, Comedy, Family, Fantasy",Original,None,150000000,261292688,102,7.57,10219,12.93,TRUE,375000000,0.696780501,Miss,High Budget,COVID Era
438631,Dune,9/15/2021,2021,9,Legendary Pictures,"Science Fiction, Adventure",Adaptation,Dune,165000000,410668500,155,7.78,14959,21.56,TRUE,412500000,0.99556,Miss,High Budget,COVID Era
580489,Venom: Let There Be Carnage,9/30/2021,2021,9,"Columbia Pictures, Pascal Pictures, Matt Tolmach Productions, Arad Productions","Science Fiction, Action, Adventure",Sequel,Sony's Spider-Man Universe,110000000,506863592,97,6.75,11191,7.78,TRUE,275000000,1.843140335,Major Hit,Standard Blockbuster,COVID Era
451048,Jungle Cruise,7/28/2021,2021,7,"Walt Disney Pictures, Seven Bucks Productions, Davis Entertainment, Flynn Picture Company","Fantasy, Comedy, Adventure",Adaptation,Jungle Cruise,200000000,220889446,127,7.29,6181,6.44,TRUE,500000000,0.441778892,Miss,High Budget,COVID Era
337404,Cruella,5/26/2021,2021,5,"Walt Disney Pictures, Gunn Films, Marc Platt Productions","Comedy, Crime, Drama",Adaptation,101 Dalmatians,200000000,233503234,134,7.97,10079,14.86,TRUE,500000000,0.467006468,Miss,High Budget,COVID Era
602666,Detective Chinatown 3,2/12/2021,2021,2,"Beijing Yitong Legend Films, China Film Co-Production, As One Production, Wanda Pictures","Action, Comedy, Mystery",Sequel,None,117000000,686257563,136,5.63,115,2.11,TRUE,292500000,2.346179703,Major Hit,Standard Blockbuster,COVID Era
476669,The King's Man,12/22/2021,2021,12,"Marv, Cloudy Productions, 20th Century Studios","Action, Adventure, Thriller",Prequel,Kingsman,100000000,125897478,131,6.71,5071,10.14,TRUE,250000000,0.503589912,Miss,Standard Blockbuster,COVID Era
617653,The Last Duel,10/13/2021,2021,10,"20th Century Studios, Pearl Street Films, Scott Free Productions","History, Drama, Action, Thriller",Adaptation,None,100000000,30552111,153,7.41,3863,4.78,TRUE,250000000,0.122208444,Miss,Standard Blockbuster,COVID Era
624860,The Matrix Resurrections,12/16/2021,2021,12,"Warner Bros. Pictures, Village Roadshow Pictures, Venus Castina Productions","Science Fiction, Action, Adventure",Sequel,The Matrix,190000000,156497322,148,6.33,6496,7.68,TRUE,475000000,0.329468046,Miss,High Budget,COVID Era
497698,Black Widow,7/7/2021,2021,7,Marvel Studios,"Action, Adventure, Science Fiction",Adaptation,Marvel Cinematic Universe,200000000,379751131,134,7.17,11267,11.91,TRUE,500000000,0.759502262,Miss,High Budget,COVID Era
370172,No Time to Die,9/29/2021,2021,9,"EON Productions, Metro-Goldwyn-Mayer","Action, Thriller, Adventure",Sequel,James Bond,250000000,774153024,163,7.3,7138,12.37,TRUE,625000000,1.238644838,Hit,Mega Budget,COVID Era
634649,Spider-Man: No Way Home,12/15/2021,2021,12,"Marvel Studios, Pascal Pictures, Columbia Pictures","Action, Adventure, Science Fiction",Sequel,Marvel Cinematic Universe,200000000,2019206586,148,7.9,22063,38.31,TRUE,500000000,4.038413172,Major Hit,High Budget,COVID Era
508943,Luca,6/17/2021,2021,6,Pixar,"Animation, Comedy, Drama, Family, Fantasy",Original,None,200000000,51074773,95,7.78,8963,10.9,TRUE,500000000,0.102149546,Miss,High Budget,COVID Era
379686,Space Jam: A New Legacy,7/8/2021,2021,7,"Warner Animation Group, Proximity Media, Warner Bros. Pictures, The SpringHill Company","Family, Comedy, Adventure, Animation, Science Fiction",Sequel,Space Jam,150000000,163692228,115,6.64,4231,5.08,TRUE,375000000,0.436512608,Miss,High Budget,COVID Era
511809,West Side Story,12/8/2021,2021,12,"20th Century Studios, Amblin Entertainment, TSG Entertainment","Drama, Romance, Crime",Remake,West Side Story,100000000,76016171,156,6.92,1783,3.84,TRUE,250000000,0.304064684,Miss,Standard Blockbuster,COVID Era
385128,F9,5/19/2021,2021,5,"Original Film, One Race, Perfect Storm Entertainment, Universal Pictures, Roth-Kirschenbaum Films","Action, Adventure, Crime",Sequel,Fast & Furious,200000000,726229501,143,7,7720,5.85,TRUE,500000000,1.452459002,Hit,High Budget,COVID Era
779029,The Battle at Lake Changjin,9/30/2021,2021,9,"Bona Film Group, Shanghai Film Group, DF Pictures, Alibaba Pictures Group, Distribution Workshop, Huaxia Film Distribution, Just Creative Studio, China Film Group Corporation","Drama, War",Adaptation,None,200000000,902540935,178,6.3,147,1.72,TRUE,500000000,1.80508187,Major Hit,High Budget,COVID Era
928123,The Battle at Lake Changjin II: Water Gate Bridge,2/1/2022,2022,2,"Bona Film Group, Distribution Workshop, Alibaba Pictures Group, Huaxia Film Distribution, Just Creative Studio, Mandrill Visual Effects, China Film Group Corporation","War, History, Action",Sequel,The Battle at Lake Changjin,200000000,626203271,149,6.3,96,1.7,TRUE,500000000,1.252406542,Hit,High Budget,Post-COVID
406759,Moonfall,2/2/2022,2022,2,"Centropolis Entertainment, Street Entertainment, Lionsgate, AGC Studios, Huayi Tencent Entertainment, Huayi Brothers International","Science Fiction, Adventure, Action",Original,None,146000000,67319703,131,6.25,3592,6.71,TRUE,365000000,0.184437542,Miss,Standard Blockbuster,Post-COVID
675353,Sonic the Hedgehog 2,3/30/2022,2022,3,"Original Film, Blur Studio, Marza Animation Planet, Paramount Pictures, SEGA, SEGA of America","Action, Adventure, Family, Comedy",Sequel,Sonic the Hedgehog,110000000,405421518,123,7.43,5882,9.99,TRUE,275000000,1.474260065,Hit,Standard Blockbuster,Post-COVID
414906,The Batman,3/1/2022,2022,3,"6th & Idaho Motion Picture Company, Dylan Clark Productions, DC Films, Warner Bros. Pictures","Crime, Mystery, Thriller",Reboot,Batman,185000000,772775278,177,7.66,11986,20.45,TRUE,462500000,1.670865466,Major Hit,High Budget,Post-COVID
436270,Black Adam,10/19/2022,2022,10,"New Line Cinema, Flynn Picture Company, DC Films, Seven Bucks Productions, Warner Bros. Pictures","Action, Adventure, Science Fiction",Adaptation,DC Extended Universe,200000000,393452111,125,6.8,7036,9.2,TRUE,500000000,0.786904222,Miss,High Budget,Post-COVID
453395,Doctor Strange in the Multiverse of Madness,5/4/2022,2022,5,"Marvel Studios, Kevin Feige Productions","Fantasy, Action, Adventure",Sequel,Marvel Cinematic Universe,290000000,955775804,126,7.23,10373,13.33,TRUE,725000000,1.318311454,Hit,Mega Budget,Post-COVID
718789,Lightyear,6/15/2022,2022,6,Pixar,"Animation, Science Fiction, Family, Adventure",Spin-off,Toy Story,200000000,226425420,105,6.87,3818,6.07,TRUE,500000000,0.45285084,Miss,High Budget,Post-COVID
335787,Uncharted,2/10/2022,2022,2,"Columbia Pictures, Atlas Entertainment, PlayStation Productions, Arad Productions","Action, Adventure, Mystery",Adaptation,Uncharted,120000000,407141258,116,6.89,6891,8.82,TRUE,300000000,1.357137527,Hit,Standard Blockbuster,Post-COVID
76600,Avatar: The Way of Water,12/14/2022,2022,12,"20th Century Studios, Lightstorm Entertainment, TSG Entertainment","Action, Adventure, Science Fiction",Sequel,Avatar,460000000,2334484620,192,7.6,14191,22.1,TRUE,1150000000,2.029986626,Major Hit,Mega Budget,Post-COVID
338953,Fantastic Beasts: The Secrets of Dumbledore,4/6/2022,2022,4,"Warner Bros. Pictures, Heyday Films","Fantasy, Adventure",Sequel,Wizarding World,200000000,407200000,142,6.63,5109,11.19,TRUE,500000000,0.8144,Miss,High Budget,Post-COVID
877269,Strange World,11/23/2022,2022,11,Walt Disney Animation Studios,"Animation, Family, Adventure, Fantasy, Science Fiction",Original,None,180000000,73621640,102,6.23,1425,3.56,TRUE,450000000,0.163603644,Miss,High Budget,Post-COVID
616037,Thor: Love and Thunder,7/6/2022,2022,7,"Marvel Studios, Kevin Feige Productions","Fantasy, Action, Comedy",Sequel,Marvel Cinematic Universe,250000000,760928081,119,6.37,8584,11.42,TRUE,625000000,1.21748493,Hit,Mega Budget,Post-COVID
361743,Top Gun: Maverick,5/21/2022,2022,5,"Skydance Media, Don Simpson/Jerry Bruckheimer Films, Paramount Pictures","Action, Drama",Sequel,Top Gun,170000000,1488732821,131,8.16,11036,25.38,TRUE,425000000,3.502900755,Major Hit,High Budget,Post-COVID
629176,Samaritan,8/25/2022,2022,8,"Metro-Goldwyn-Mayer, Balboa Productions","Science Fiction, Crime, Action",Adaptation,None,100000000,75000000,102,6.65,2205,4.7,TRUE,250000000,0.3,Miss,Standard Blockbuster,Post-COVID
505642,Black Panther: Wakanda Forever,11/9/2022,2022,11,Marvel Studios,"Action, Adventure, Science Fiction",Sequel,Marvel Cinematic Universe,250000000,859102154,162,7.01,7486,13.4,TRUE,625000000,1.374563446,Hit,Mega Budget,Post-COVID
507086,Jurassic World Dominion,6/1/2022,2022,6,"Amblin Entertainment, Universal Pictures","Adventure, Science Fiction, Thriller",Sequel,Jurassic Park,465000000,1004004592,147,6.6,7072,12.18,TRUE,1162500000,0.863659864,Miss,Mega Budget,Post-COVID
508947,Turning Red,3/10/2022,2022,3,Pixar,"Animation, Family, Comedy, Fantasy",Original,None,175000000,21813358,100,7.34,5878,12.23,TRUE,437500000,0.049859104,Miss,High Budget,Post-COVID
787699,Wonka,12/6/2023,2023,12,"Warner Bros. Pictures, Village Roadshow Pictures, The Roald Dahl Story Company, Heyday Films, Domain Entertainment","Comedy, Family, Fantasy",Prequel,Willy Wonka,125000000,634502312,117,7.04,4399,8.16,TRUE,312500000,2.030407398,Major Hit,Standard Blockbuster,Post-COVID
667538,Transformers: Rise of the Beasts,6/6/2023,2023,6,"Skydance Media, Paramount Pictures, di Bonaventura Pictures, Bay Films, New Republic Pictures, DeSanto/Murphy Productions, Hasbro","Science Fiction, Adventure, Action",Sequel,Transformers,195000000,441381193,127,7.2,5289,12.49,TRUE,487500000,0.905397319,Miss,High Budget,Post-COVID
298618,The Flash,6/13/2023,2023,6,"Warner Bros. Pictures, Double Dream, The Disco Factory, DC Films","Action, Science Fiction, Adventure",Adaptation,DC Extended Universe,220000000,271333313,144,6.62,5009,11.83,TRUE,550000000,0.493333296,Miss,High Budget,Post-COVID
299054,Expend4bles,9/15/2023,2023,9,"Millennium Media, Campbell Grobman Films, Lionsgate, Nu Boyana Film Studios, Templeton Media, Davis Films, Media Capital Technologies","Action, Adventure, Thriller",Sequel,The Expendables,100000000,37917985,103,6.06,1895,10.05,TRUE,250000000,0.15167194,Miss,Standard Blockbuster,Post-COVID
695721,The Hunger Games: The Ballad of Songbirds & Snakes,11/15/2023,2023,11,"Lionsgate, Color Force, about:blank, Studio Babelsberg","Science Fiction, Action",Prequel,The Hunger Games,100000000,337371917,157,6.98,3514,7.31,TRUE,250000000,1.349487668,Hit,Standard Blockbuster,Post-COVID
565770,Blue Beetle,8/16/2023,2023,8,"Warner Bros. Pictures, The Safran Company, DC Films","Action, Science Fiction, Adventure",Adaptation,DC Extended Universe,104000000,130788072,128,6.63,3121,5.99,TRUE,260000000,0.503031046,Miss,Standard Blockbuster,Post-COVID
569094,Spider-Man: Across the Spider-Verse,5/31/2023,2023,5,"Columbia Pictures, Sony Pictures Animation, Lord Miller, Pascal Pictures, Arad Productions, Marvel Entertainment","Animation, Action, Adventure, Science Fiction",Sequel,Spider-Verse,100000000,690897910,140,8.3,8669,25.15,TRUE,250000000,2.76359164,Major Hit,Standard Blockbuster,Post-COVID
572802,Aquaman and the Lost Kingdom,12/20/2023,2023,12,"Warner Bros. Pictures, The Safran Company, Atomic Monster, DC Films, Domain Entertainment","Action, Adventure, Fantasy",Sequel,DC Extended Universe,205000000,440181226,124,6.52,3503,15.47,TRUE,512500000,0.858890197,Miss,High Budget,Post-COVID
575264,Mission: Impossible - Dead Reckoning Part One,7/8/2023,2023,7,"Paramount Pictures, Skydance Media, TC Productions","Action, Adventure, Thriller",Sequel,Mission: Impossible,220000000,571125435,164,7.51,5144,9.4,TRUE,550000000,1.038409882,Break Even,High Budget,Post-COVID
447277,The Little Mermaid,5/18/2023,2023,5,"Walt Disney Pictures, Lucamar Productions, Marc Platt Productions","Adventure, Family, Fantasy, Romance",Remake,The Little Mermaid,297000000,569626289,135,6.27,3329,9.68,TRUE,742500000,0.767173453,Miss,Mega Budget,Post-COVID
447365,Guardians of the Galaxy Vol. 3,5/3/2023,2023,5,"Marvel Studios, Kevin Feige Productions","Science Fiction, Adventure, Action",Sequel,Marvel Cinematic Universe,250000000,845550000,150,7.93,8372,14.3,TRUE,625000000,1.35288,Hit,Mega Budget,Post-COVID
976573,Elemental,6/14/2023,2023,6,Pixar,"Animation, Comedy, Family, Fantasy, Romance",Original,None,200000000,496444308,102,7.58,5309,14.44,TRUE,500000000,0.992888616,Miss,High Budget,Post-COVID
594767,Shazam! Fury of the Gods,3/15/2023,2023,3,"The Safran Company, New Line Cinema, DC Films","Comedy, Action, Fantasy",Sequel,DC Extended Universe,110000000,134221819,130,6.42,3647,5.42,TRUE,275000000,0.488079342,Miss,Standard Blockbuster,Post-COVID
466420,Killers of the Flower Moon,10/18/2023,2023,10,"Apple Studios, Imperative Entertainment, Sikelia Productions, Appian Way","Crime, History, Drama",Adaptation,None,200000000,158722599,206,7.4,4145,6.98,TRUE,500000000,0.317445198,Miss,High Budget,Post-COVID
335977,Indiana Jones and the Dial of Destiny,6/25/2023,2023,6,Lucasfilm Ltd.,"Adventure, Action",Sequel,Indiana Jones,294700000,383963057,155,6.51,4171,8.73,TRUE,736750000,0.521157865,Miss,Mega Budget,Post-COVID
603692,John Wick: Chapter 4,3/21/2023,2023,3,"Thunder Road, 87Eleven, Studio Babelsberg, Lionsgate","Action, Thriller, Crime",Sequel,John Wick,100000000,447316405,170,7.7,7972,19.66,TRUE,250000000,1.78926562,Major Hit,Standard Blockbuster,Post-COVID
346698,Barbie,7/19/2023,2023,7,"LuckyChap Entertainment, Heyday Films, NB/GG Pictures, Mattel, Warner Bros. Pictures","Comedy, Adventure, Fantasy",Adaptation,Barbie,145000000,1447138421,114,6.92,11147,18.74,TRUE,362500000,3.992105989,Major Hit,Standard Blockbuster,Post-COVID
